"appid","pid","product_code","product_name_ro","pid_category","size_length","size_width","size_thickness","size_diameter","size_height","size_alloy","size_type","um1","um2","um1_to_um2","product_name_en","um_base","is_active","additional_info","cu_debitare","aliaj","densitate","size_roll_weight"
"4652","5067","18110005067000000000","BANDA TITAN-ZINC ELZINC NATURAL 0.5x670 MM 30 ML/RULOU","{70}",,"670","0.50",,,"","NATURAL","KG","M2","3.600000","TITAN-ZINC COILS 0.5X670 MM NATURAL 30 M/COIL","KG","y","30","n",,"3.2000",
"4658","5073","18110060067000000000","BANDA TITAN-ZINC ELZINC NATURAL 0.60x670 MM  30ML/RULOU","{70}",,"670","0.60",,,"","NATURAL","KG","M2","4.320000","TITAN-ZINC COILS 0.6X670 MM NATURAL 30 M/COIL","KG","y","30","n",,"3.2000",
"4660","5075","181100600670000000PP","BANDA TITAN- ZINC  ELZINC SLATE 0.6X670 MM 30 ML/RULOU","{70}",,"670","0.60",,,"","SLATE","KG","M2","4.320000","TITAN-ZINC COILS 0.6X670 MM ELZINC SLATE 30 M /COIL","KG","y","30","n",,"3.2000",
"4662","5077","36000360006003000240","BARA HEXAG ALAMA 36X3000 MM CUZN39PB3 R360","{58}","3000",,,,"36","CUZN39PB3 R360","","KG","ML","9.495000","BRASS HEXAG BARS 36X3000 MM CUZN39PB3 R360","KG","y",,"n",,,
"4663","5078","48000710000003002140","BARA BRONZ D71X3000 MM CUSN12","{7}","3000",,,"71",,"CUSN12","","KG","ML","35.218900","BRONZE ROUND BARS D71X3000 MM CUSN12-C","KG","y",,"y",,,
"4664","5079","42104001000200000240","TABLA CUPRU CU-DHP R240 1/2 T 4X1000X2000 MM","{67}","2000","1000","4.00",,,"CU-DHP R240","","KG","BUC","71.520000","COPPER SHEETS CU-DHP R240 4X1000X2000 MM","KG","y",,"n",,,
"4665","5080","42104001000200000440","TABLA CUPRU CU-ETP R240 1/2 T 4X1000X2000 MM","{67}","2000","1000","4.00",,,"CU-ETP R240","","KG","BUC","71.520000","COPPER SHEETS CU-ETP R240 4.0X1000X2000 MM","KG","y",,"n",,,
"4667","5082","24050050020600061500","TEAVA PATRATA ALU 50x50x2x6000 MM 6060  T6","{33}","6000","50","2.00",,,"EN AW 6060 T6","","KG","ML","1.036800","ALU SQUARE TUBES 50X50X2X6000 MM 500-3298 6060 T6","KG","y",,"n",,,
"4669","5084","12508307000152030200","TABLA ALUMINIU 5083 H111  70 MM","{27}",,,"70.00",,,"EN AW 5083 H111","","KG","BUC","1.000000","AL. HOT ROLLED SHEETS 5083 H111 70X1520X3020 MM","KG","y",,"y","5083",,
"4670","5085","12950400125025001300","TABLA AL STRIATA 5754  H114 4x1250x2500 MM","{22}","2500","1250","4.00",,,"EN AW 5754 H114","","KG","BUC","36.000000","AL. TREAD QUINTETT 5457 H1144X1250X2500 MM","KG","y",,"n",,,
"4671","5086","12050200125025001300","TABLA ALUMINIU 5754 H111 2X1250X2500 MM","{19}","2500","1250","2.00",,,"EN AW 5754 H111","","KG","BUC","16.625000","AL. SHEETS 5754  H111 2,0X1250X2500 MM","KG","y",,"n",,,
"4672","5087","12950400150030001300","TABLA AL STRIATA 5754 H114 4x1500x3000 MM","{22}","3000","1500","4.00",,,"EN AW 5754 H114","","KG","BUC","50.000000","AL. TREAD SHEETS 5754 H114 4X1500X3000 MM","KG","y",,"n",,,
"4673","5088","120PP50830351540304G","TABLA ALUMINIU DE PRECIZIE 5083 35  MM","{25}",,,"35.00",,,"5083","","KG","BUC","1.000000","PREC. MACH. CAST AL PLATE 5083 35 MM","KG","y",,"y","PP5083",,
"4674","5089","36000050000003000242","BARA ALAMA D5X3000 MM CUZN39PB3 R430","{56}","3000",,,"5",,"CUZN39PB3 R430","","KG","ML","0.166000","BRASS ROUND BARS CUZN39PB3 R430 D5X3000 MM","KG","y",,"y",,,
"4675","5090","25060002006000061500","TEAVA ALU D 60X2X6000 MM  6060 T6","{34}","6000",,"2.00","60",,"EN AW 6060 T6","","KG","ML","0.983400","ALU ROUND TUBES 60X2X6000 MM 6060 T6","KG","y",,"n",,,
"4677","5092","24050050030600061500","TEAVA PATRATA ALU 50x50x3x6000 MM 6060  T6","{33}","6000","50","3.00",,,"EN AW 6060 T6","","KG","ML","1.522800","ALU SQUARE TUBES 50X50X3X6000 MM 6060 T6","KG","y",,"n",,,
"4678","5093","12010300200030001540","TABLA ALUMINIU 1050 H24 3X2000X3000 MM","{19}","3000","2000","3.00",,,"EN AW 1050 H24","","KG","BUC","48.600000","AL SHEETS  1050 H24 3,0X2000X3000 MM","KG","y",,"n",,,
"4680","5095","23050050030600061500","PROFIL ALU U 50X50X50X3X6000 MM 6060  T6","{31}","6000","50","3.00",,"50","EN AW 6060 T6","","KG","ML","1.166400","ALU U PROFILES 50X50X50X3X6000 MM 6060 T6","KG","y",,"n",,,
"4681","5096","25025001506000061500","TEAVA ALU D 25X1.5X6000 MM 6060 T6","{34}","6000",,"1.50","25",,"EN AW 6060 T6","","KG","ML","0.298800","ALU ROUND TUBES 25X1,5X6000 MM 6060 T6","KG","y",,"n",,,
"4682","5097","23060060040600061500","PROFIL ALU U 60X60X60X4X6000 MM 6060  T6","{31}","6000","60","4.00",,"60","EN AW 6060 T6","","KG","ML","1.857600","ALU U PROFILES 60X60X60X4X6000 MM 6060 T6","KG","y",,"n",,,
"4683","5098","24060040029600061500","TEAVA RECTANG. ALU 60x40x3x6000 MM 6060  T6","{32}","6000","60","3.00",,"40","EN AW 6060 T6","","KG","ML","1.522800","ALU RECT. TUBES 60X40X3X6000 MM 6060 T6","KG","y",,"n",,,
"4685","5100","24030030030600061500","TEAVA PATRATA ALU 30X30X3x6000 MM 6060  T6","{33}","6000","30","3.00",,,"EN AW 6060 T6","","KG","ML","0.874800","ALU SQUARE TUBES 30X30X3X6000 MM 6060 T6","KG","y",,"n",,,
"4687","5102","120PP575401215203020","TABLA ALUMINIU DE PRECIZIE  5754  12 MM","{25}",,,"12.00",,,"5754","","KG","BUC","1.000000","PREC. MACH. CAST AL PLATE 5754 12 MM","KG","y",,"y","PP5754",,
"4688","5103","21050050030600061500","CORNIER ALU 50X50X3X6000 MM 6060  T6","{29}","6000","50","3.00",,"50","EN AW 6060 T6","","KG","ML","0.785700","ALU L PROFILES 50X50X3X6000 MM 6060 T6","KG","y",,"n",,,
"4689","5104","24150020206000061500","TEAVA RECTANG. ALU 150X20X2X6000 MM 6060  T6","{32}","6000","150","2.00",,"20","EN AW 6060 T6","","KG",,"0.000000","ALU RECT. TUBES 150X20X2X6000 MM 6060 T6","KG","y",,"n",,,
"4690","5105","36000270000003000240","BARA ALAMA D27X3000 MM CUZN39PB3 R430","{56}","3000",,,"27",,"CUZN39PB3 R430","","KG","ML","4.841400","BRASS ROUND BARS D27X3000 MM CUZN39PB3 R430","KG","y",,"y",,,
"4691","5106","24035035020600061500","TEAVA PATRATA ALU 35x35x2x6000 MM 6060 T6","{33}","6000","35","2.00",,,"EN AW 6060 T6","","KG","ML","0.712800","ALU SQUARE TUBES 35X35X2X6000 MM 6060 T6","KG","y",,"n",,,
"4693","5108","36000300000003000220","BARA ALAMA D30X3000 MM CUZN39PB3 R360","{56}","3000",,,"30",,"CUZN39PB3 R360","","KG","ML","5.977000","BRASS ROUND BARS D30X3000 MM CUZN39PB3 R360","KG","y",,"y",,,
"4694","5109","12010100150030001540","TABLA ALUMINIU 1050 H24 1x1500x3000 MM","{19}","3000","1500","1.00",,,"EN AW 1050 H24","","KG","BUC","12.150000","AL. SHEETS 1050 H24 1,0X1500X3000 MM","KG","y",,"n",,,
"4696","5111","42105001000200000440","TABLA CUPRU CU-ETP R240 1/2 T 5X1000X2000 MM","{67}","2000","1000","5.00",,,"CU-ETP R240","","KG","BUC","89.400000","COPPER SHEETS CU-ETP R240 5X1000X2000 MM ","KG","y",,"n",,,
"4676","5091","27080005003000015000","BARA LATA ALU  80X5X3000 MM 1050 F","{39}","4000","80","5.00",,,"EN AW 1050 F","","KG",,"0.000000","ALU FLAT BARS 80X5X3000 MM 1050 F","KG","y",,"n",,"2.7000",
"4679","5094","27080005060000061500","BARA LATA ALU  80X5X6000 MM 6060 T6","{39}","6000","80","5.00",,,"EN AW 6060 T6","","KG","ML","1.080000","ALU FLAT BARS 80X5X6000 MM 6060 T6","KG","y",,"n",,"2.7000",
"4684","5099","26065000003000063600","BARA ALU D 65X3000 MM 6082 T6","{36}","3000",,,"65",,"EN AW 6082 T6","","KG","ML","8.954900","ALU ROUND BARS 65X3000 MM 6082 T6","KG","y",,"y",,"2.7000",
"25667","5110","1270750302F15203020G","TABLA  ALUMINIU 7075  T651FREZAT+FOLIAT 30 MM","{25}",,,"30.00",,,"7075","","KG","BUC","1.000000","AL PLATES 7075 PREC MACH  T651 30X1520X3020 MM","KG","y",,"y","7075F",,
"4661","5076","181100601000000000PP","BANDA TITAN-ZINC ELZINC SLATE 0.6X1000 MM 20 ML/RULOU","{70}",,"1000","0.60",,,""," SLATE","KG","M2","4.320000","TITAN-ZINC COILS 0.6X1000 MM ELZINC SLATE 20 M /COIL","KG","y","20","n",,"3.2000",
"4666","5081","18110070067000000000","BANDA TITAN-ZINC ELZINC NATURAL 0.70X670 MM 30 ML/RULOU","{70}",,"670","0.70",,,"","NATURAL","KG","M2","5.040000","TITAN-ZINC COILS 0.7X670 MM NATURAL 30M/COIL","KG","y","30","n",,"3.2000",
"4698","5113","12508305500152030200","TABLA ALUMINIU 5083 H111  55 MM","{27}",,,"55.00",,,"EN AW 5083 H111","","KG","BUC","1.000000","ALU PLATES 5083 H111 55X1520X3020 MM","KG","y",,"y","5083",,
"4699","5114","12508304500152030200","TABLA ALUMINIU 5083 H111  45  MM","{27}",,,"45.00",,,"EN AW 5083 H111","","KG","BUC","1.000000","AL PLATES 5083 H111 45X1520X3020 MM","KG","y",,"y","5083",,
"4703","5118","48000260000003002140","BARA BRONZ D26X3000 MM CUSN12","{7}","3000",,,"26",,"CUSN12","","KG","ML","4.722900","BRONZE ROUND BARS D26X3000 MM CUSN12","KG","y",,"y",,,
"4704","5119","36000080000003000242","BARA  ALAMA D8X3000 MM  CUZN39PB3 R500","{56}","3000",,,"8",,"CUZN39PB3 R500","","KG","ML","0.425000","BRASS ROUND BARS D8X3000 MM CUZN39PB3 R500","KG","y",,"y",,,
"4705","5120","12707501500152030200","TABLA  ALUMINIU 7075 T651 15 MM","{27}",,,"15.00",,,"EN AW 7075 T651","","KG","BUC","1.000000","ALU PLATES 7075 T651 15X1520X3020 MM ","KG","y",,"y","7075",,
"4706","5121","24040020030600061500","TEAVA RECTANG. ALU 40x20x3x6000 MM 6060  T6","{32}","6000","40","3.00",,"20","EN AW 6060 T6","","KG","ML","0.874800","ALU RECT. TUBES 40X20X3X6000 MM 6060 T6","KG","y",,"n",,,
"4707","5122","24060040020600061500","TEAVA RECTANG. ALU 60X40x2x6000 MM 6060  T6","{32}","6000","60","2.00",,"40","EN AW 6060 T6","","KG","ML","1.036800","ALU RECT. TUBES 60X40X2X6000 MM 6060 T6","KG","y",,"n",,,
"4708","5123","47001000050040000140","BARA LATA CUPRU CU-ETP 1/2 T 100X5X4000 MM R=1","{12}","4000","100","5.00",,,"CU-ETP R250","","KG","ML","4.470000","COPPER FLAT BARS 100X5X4000 MM R250 CU-ETP","KG","y",,"n",,,
"4709","5124","48001120000003002140","BARA BRONZ D112X3000 MM CUSN12 G12","{7}","3000",,,"112",,"CUSN12","","KG","ML","87.638700","BRONZE ROUND BARS D112X3000 MM CUSN12-C-GC","KG","y",,"y",,,
"4710","5125","48000760000003002040","BARA BRONZ D76X3000 MM CUSN7ZN4PB7-C-GC","{7}","3000",,,"76",,"CUSN7ZN4PB7-C-GC","","KG","ML","40.354000","BRONZE ROUND BARS D76X3000 MM CUSN7ZN4PB7-C","KG","y",,"y",,,
"4713","5128","48000760000003002140","BARA BRONZ D76X3000 MM CUSN12","{7}","3000",,,"76",,"CUSN12","","KG","ML","40.354000","BRONZE ROUND BARS D76 X 3000 MM CUSN12 - CC","KG","y",,"y",,,
"4714","5129","12050150150030001300","TABLA ALUMINIU 5754 H111 1.5X1500X3000 MM","{19}","3000","1500","1.50",,,"EN AW 5754 H111","","KG","BUC","17.955000","AL. SHEETS 5754 H111 1.5X1500X3000 MM","KG","y",,"n",,,
"4715","5130","21040040030600061500","CORNIER ALU  40X40X3X6000 MM 6060  T6","{29}","6000","40","3.00",,"40","EN AW 6060 T6","","KG","ML","0.623700","ALU L PROFILES 40X40X3X6000 MM 6060 T6","KG","y",,"n",,,
"4716","5131","32200501000200000KME","TABLA ALAMA CUZN37 R350 0,5X1000X2000 MM","{54}","2000","1000","0.50",,,"CUZN37 R350","","KG","BUC","8.470000","BRASS SHEETS CUZN37 R350 0.5X1000X2000 MM","KG","y",,"n",,,
"4717","5132","21060030030600061500","CORNIER ALU 60X30X3X6000MM 6060  T6","{29}","6000","60","3.00",,"30","EN AW 6060 T6","","KG","ML","0.704700","ALU L PROFILES 60X30X3X6000 MM 6060 T6","KG","y",,"n",,,
"4718","5133","21060030040600061500","CORNIER ALU 60X30X4X6000 MM 6060  T6","{29}","6000","60","4.00",,"30","EN AW 6060 T6","","KG",,"0.000000","ALU L PROFILES 60X30X4X6000 MM 6060 T6","KG","y",,"n",,,
"4719","5134","32205001000100000KME","TABLA ALAMA CUZN37 R350 5x1000x2000 MM","{54}","2000","1000","5.00",,,"CUZN37 R350","","KG","BUC","84.700000","BRASS SHEETS CUZN37 R350 5X1000X2000 MM","KG","y",,"n",,,
"4720","5135","24060060040600061500","TEAVA PATRATA ALU 60X60X4X6000MM 6060  T6","{33}","6000","60","4.00",,,"EN AW 6060 T6","","KG","ML","2.419200","ALU SQUARE TUBES 60X60X4X6000 MM 6060 T6","KG","y",,"n",,,
"4723","5138","25032002006000061700","TEAVA ALU D 32X2X6000 MM  6060  T6","{34}","6000",,"2.00","32",,"EN AW 6060 T6","","KG","ML","0.508700","ALU ROUND TUBES 32X2X6000 MM 6060 T6","KG","y",,"n",,,
"4724","5139","1260820552F152030200","TABLA  ALUMINIU 6082 T651  55 MM","{27}",,,"55.00",,,"EN AW 6082 T651","","KG","BUC","1.000000","ALU PLATES 6082  T651 55X1520X3020 MM","KG","y",,"y","6082",,
"5048","5463","46000080000006000200","BARA CUPRU D8X3000 MM CU-ETP R250","{8}","3000",,,"8",,"CU-ETP R250","","KG","ML","0.449100","COPPER ROUND BARS 8X3000 MM CU-ETP R250","KG","y",,"y",,,
"4728","5143","1260820602F152030200","TABLA  ALUMINIU 6082 T651  60 MM","{27}",,,"60.00",,,"EN AW 6082 T651","","KG","BUC","1.000000","ALU PLATES 6082 T651 60X1520X3020 MM","KG","y",,"y","6082",,
"4729","5144","12050250150030001300","TABLA ALUMINIU 5754  H111 2.5x1500x3000 MM","{19}","3000","1500","2.50",,,"EN AW 5754 H111","","KG","BUC","29.925000","AL. SHEETS 5754 H111 2,5X1500X3000 MM","KG","y",,"n",,,
"4730","5145","1260820652F152030200","TABLA  ALUMINIU 6082 T651  65 MM","{27}",,,"65.00",,,"EN AW 6082 T651","","KG","BUC","1.000000","AL PLATES 6082 65X1520X3020 MM","KG","y",,"y","6082",,
"4731","5146","23015015015600061500","PROFIL ALU U 15X15X15X1.5X6000MM 6060  T6","{31}","6000","15","1.50",,"15","EN AW 6060 T6","","KG","ML","0.170100","ALU U PROFILES 15X15X15X1,5X6000 MM 6060 T6","KG","y",,"n",,,
"4732","5147","25010001006000015420","TEAVA ALU D10X1X6000 MM  6060  T6","{34}","6000",,"1.00","10",,"EN AW 6060 T6","","KG","ML","0.076300","ALU ROUND TUBES 10X1x6000 MM 6060 T6","KG","y",,"n",,,
"4733","5148","3600004000000000015S","SARMA SUDURA ALAMA D4 MM CUZN40SI F35","{56}","3000",,,"4",,"CUZN40SI F35","","KG","ML","0.105600","BRASS WIRE CUZN40SI F35 D4X1000 MM ","KG","y",,"n",,,
"4702","5117","11011001000500105240","BANDA AL 3105 H24 1X1000MM 500KG","{18}",,"1000","1.00",,,"EN AW 3105 H24","","KG",,"0.000000","AL. COILS 3105 H24 1,0X1000 MM 500KG","KG","y",,"n",,,"500"
"4711","5126","41106006703000201340","BANDA CUPRU CU-DHP R240 0.6X670 MM 100 KG/RULOU","{64}",,"670","0.60",,,"CU-DHP R240","","KG","M2","5.364000","COPPER STRIPS CU-DHP R240 0,6X670 MM 100 KG/COIL ","KG","y",,"n",,,"100"
"4722","5137","181100700670000000PP","BANDA TITAN-ZINC  ELZINC SLATE 0.70X670 MM 30 ML/RULOU","{70}",,"670","0.70",,,"","SLATE","KG","M2","5.040000","TITAN-ZINC COILS 0.7 X 670 MM ELZINC SLATE 30 M/ COIL","KG","y","30","n",,"3.2000",
"4726","5141","181100651000000000PP","BANDA TITAN-ZINC ELZINC SLATE 0.65X1000 MM 21 ML/RULOU","{70}",,"1000","0.65",,,"","SLATE","KG","M2","4.680000","TITAN-ZINC COILS 0.65X1000 MM ELZINCSLATE 20M/COIL","KG","y","20","n",,"3.2000",
"25665","5149","1270750202F15203020G","TABLA  ALUMINIU 7075  T651 FREZAT+FOLIAT 20 MM","{25}",,,"20.00",,,"7075","","KG","BUC","1.000000","AL PLATES 7075GF T651 20X1520X3020 MM","KG","y",,"y","7075F",,
"4736","5151","47000600050040000141","BARA LATA CUPRU CU-ETP 1/2 T 60X5X4000 MM R=1","{12}","4000","60","5.00",,,"CU-ETP R250","","KG","ML","2.682000","COPPER FLAT BARS 60X5X4000 MM CU-ETP R250 ","KG","y",,"n",,,
"4738","5153","1220170502F152030200","TABLA ALUMINIU 2017A T451  50 MM","{27}",,,"50.00",,,"EN AW 2017A T451","","KG","BUC","1.000000","ALU PLATES 2017A 50X1520X3020 ","KG","y",,"y","2017",,
"4741","5156","36000300006003000240","BARA HEXAG ALAMA 30X3000 MM CUZN39PB3 R360","{58}","3000",,,,"30","CUZN39PB3 R360","","KG","ML","6.593700","BRASS HEXAG BARS 30X3000 MM CUZN39PB3 R360","KG","y",,"n",,,
"4743","5158","1220170202F15203020","TABLA ALUMINIU 2017A T451  20 MM","{27}",,,"20.00",,,"EN AW 2017A T451","","KG","BUC","1.000000","ALU PLATES 2017A 20X1520X3020 MM BOTH SIDE PROT.FOIL","KG","y",,"y","2017",,
"4744","5159","24040040040600061500","TEAVA PATRATA ALU 40X40X4X6000 MM 6060  T6","{33}","6000","40","4.00",,,"EN AW 6060 T6","","KG","ML","1.555200","ALU SQUARE TUBES 40X40X4X6000 MM 6060 T6","KG","y",,"n",,,
"4745","5160","36000270006003000240","BARA HEXAG ALAMA 27X3000 MM CUZN39PB3 R430","{58}","3000",,,,"27","CUZN39PB3 R430","","KG","ML","5.340900","BRASS HEXAG BARS 27X3000 MM CUZN39PB3 R430","KG","y",,"n",,,
"4746","5161","24080060030600061500","TEAVA  RECTANG. ALU80x60x3x6000MM 6060 T6","{32}","6000","80","3.00",,"60","EN AW 6060 T6","","KG","ML","2.170800","ALU RECT. TUBES 80X60X3X6000MM 60606 T6","KG","y",,"n",,,
"4747","5162","48001620000003002140","BARA BRONZ D162X3000 MM CUSN12","{7}","3000",,,"162",,"CUSN12","","KG","ML","183.353700","BRONZE ROUND BARS D162X3000 MM CUSN12-C-GC","KG","y",,"y",,,
"4749","5164","25090015005000061500","TEAVA ALU D 90X15X6000 MM 6060  T6","{34}","6000",,"15.00","90",,"EN AW 6060 T6","","KG","ML","9.537800","ALU ROUND TUBES 90X15X6000 MM 6060  T6","KG","y",,"n",,,
"4750","5165","48000360000003002040","BARA BRONZ  D36X3000 MM CUSN7ZN4PB7-C-GC","{7}","3000",,,"36",,"CUSN7ZN4PB7-C-GC","","KG","ML","9.054500","BRONZE ROUND BARS D36X3000 MM CUSN7ZN4PB7-C","KG","y",,"y",,,
"4751","5166","24040020015600061500","TEAVA RECTANG. ALU 40x20x1.5x6000 MM 6060  T6","{32}","6000","40","1.50",,"20","EN AW 6060 T6","","KG","ML","0.461700","ALU RECT. TUBES 40X20X1,5X6000 MM 6060 T6","KG","y",,"n",,,
"4755","5170","48000970000003002040","BARA BRONZ D97X3000 MM CUSN7ZN4PB7-C-GC","{7}","3000",,,"97",,"CUSN7ZN4PB7-C-GC","","KG","ML","65.736000","BRONZE ROUND BARS D97X3000 MM CUSN7ZN4PB7-C ","KG","y",,"y",,,
"4756","5171","36000220006003000240","BARA HEXAG ALAMA 22X3000 MM CUZN39PB3 R430","{58}","3000",,,,"22","CUZN39PB3 R430","","KG","ML","3.546000","BRASS HEXAG BARS 22X3000 MM CUZN39PB3 R430 ","KG","y",,"n",,,
"4757","5172","36000250004003000240","BARA PATRATA ALAMA 25X25X3000 MM CUZN39PB3 R430","{59}","3000","25",,,,"CUZN39PB3 R430","","KG","ML","5.287500","BRASS SQUARE BARS 25X25X3000 MM CUZN39PB3","KG","y",,"n",,,
"4760","5175","12707510500152030201","TABLA  ALUMINIU 7075  T651 105 MM","{27}",,,"105.00",,,"EN AW 7075 T651","","KG","BUC","1.000000","ALU PLATES 7075 T651 105X1520X3020 MM","KG","y",,"y","7075",,
"4761","5176","22025025020600061500","PROFIL ALU T 25X25X2X6000 MM 6060  T6","{30}","6000","25","2.00",,"25","EN AW 6060 T6","","KG","ML","0.259200","ALU T PROFILES 25X25X2X6000 MM 6060 T6","KG","y",,"n",,,
"4763","5178","12606102857152030200","TABLA ALUMINIU 6061 T651 28.57 MM","{27}",,,"28.57",,,"EN AW 6061 T651","","KG","BUC","1.000000","AL. PLATES 6061 T651 28,57X1520X3020 MM - AMS","KG","y",,"y","6061",,
"4766","5181","36000800000003000240","BARA ALAMA D80X3000 MM CUZN39PB3 R360","{56}","3000",,,"80",,"CUZN39PB3 R360","","KG","ML","42.503000","BRASS ROUND BARS 80 X3000 MM CUZN39PB3","KG","y",,"y",,,
"4767","5182","21050050040600061500","CORNIER ALU  50X50X4X6000 MM 6060  T6","{29}","6000","50","4.00",,"50","EN AW 6060 T6","","KG","ML","1.036800","ALU L PROFILES 50X50X4X6000 MM 6060 T6","KG","y",,"n",,,
"4768","5183","21050050050600061500","CORNIER ALU  50X50X5X6000 MM 6060  T6","{29}","6000","50","5.00",,"50","EN AW 6060 T6","","KG","ML","1.282500","ALU L PROFILES 50X50X5X6000 MM 6060 T6","KG","y",,"n",,,
"4769","5184","1220170302F152030200","TABLA ALUMINIU 2017A T451  30 MM","{27}",,,"30.00",,,"EN AW 2017A T451","","KG","BUC","1.000000","ALU PLATES 2017A 30X1520X3020 ","KG","y",,"y","2017",,
"4770","5185","36000460006003000240","BARA HEXAG ALAMA 46X3000 MM CUZN39PB3 R360","{58}","3000",,,,"46","CUZN39PB3 R360","","KG","ML","15.502600","BRASS HEXAG BARS 46X3000 MM CUZN39PB3 R360","KG","y",,"n",,,
"4771","5186","12608204000152030200","TABLA  ALUMINIU 6082 T651  40 MM","{27}",,,"40.00",,,"EN AW 6082 T651","","KG","BUC","1.000000","AL. PLATES 6082 T651 40X1520X3020 MM ","KG","y",,"y","6082",,
"4772","5187","36000380000003000240","BARA ALAMA D38X3000 MM CUZN39PB3 R360","{56}","3000",,,"38",,"CUZN39PB3 R360","","KG","ML","9.589700","BRASS ROUND BARS D38X3000 MM CUZN39PB3 R360","KG","y",,"y",,,
"4748","5163","18110065100000000000","BANDA TITAN-ZINC ELZINC NATURAL 0.65X1000 MM 21 ML/RULOU","{70}",,"1000","0.65",,,"","NATURAL","KG","M2","4.680000","TITAN-ZINC COILS 0.65X1000 MM NATURAL 20 M/COIL","KG","y","20","n",,"3.2000",
"4754","5169","48003040000000002040","BARA BRONZ D304 MM CUSN7ZN4PB7-C-GC","{7}","3000",,,"304",,"CUSN7ZN4PB7-C-GC","","KG",,"1.000000","BRONZE ROUND BARS  D304 MM CUSN7ZN4PB7- C","KG","y",,"y",,,
"4758","5173","48003030000000002040","BARA BRONZ D303 MM CUSN7ZN4PB7-C-GC","{7}","3000",,,"303",,"CUSN7ZN4PB7-C-GC","","KG",,"1.000000","BRONZE ROUND BARS  D303 MM CUSN7ZN4PB7- C","KG","y",,"y",,,
"4737","5152","41104010003000201241","BANDA CUPRU CU-DHP R240 0.4X1000 MM 100 KG/RULOU","{64}",,"1000","0.40",,,"CU-DHP R240","","KG","M2","3.500000","COPPER STRIPS CU-DHP R240 0.4X1000 MM 100KG/COIL","KG","y",,"n",,,"100"
"19413","5179","12810080100020001540","TABLA AL STUCCO 1050 H24 0.8X1000X2000 MM","{21}","2000","1000","0.80",,,"EN AW 1050 H24","","KG","BUC","4.350000","AL. STUCCO SHEETS 1050 H24 0,8X1000X2000 MM","KG","y",,"n",,,
"4774","5189","12050120150050001320","TABLA ALUMINIU 5754 H111 1.2X1500X5000 MM","{19}","3000","1500","1.20",,,"EN AW 5754 H111","","KG",,"0.000000","AL. SHEETS 5754 H111 1.2X1500X5000 MM","KG","y",,"n",,,
"4775","5190","21060060060600061500","CORNIER ALU  60X60X6X6000 MM 6060  T6","{29}","6000","60","6.00",,"60","EN AW 6060 T6","","KG","ML","1.846800","ALU L PROFILES 60X60X6X6000 MM 6060 T6","KG","y",,"n",,,
"4776","5191","36000200000003000240","BARA ALAMA D20X3000 MM CUZN39PB3 R430","{56}","3000",,,"20",,"CUZN39PB3 R430","","KG","ML","2.656400","BRASS ROUND BARS D20X3000 MM CUZN39PB3 R430","KG","y",,"y",,,
"4777","5192","12050120125025001300","TABLA ALUMINIU 5754  H111 1.2x1250x2500 MM","{19}","2500","1250","1.20",,,"EN AW 5754 H111","","KG","BUC","9.975000","AL. SHEETS 5754  H111 1,2X1250X2500 MM","KG","y",,"n",,,
"4778","5193","12050120125025001321","TABLA ALUMINIU 5754 H22 1.2X1250X2500 MM","{19}","2500","1250","1.20",,,"EN AW 5754 H22","","KG","BUC","9.975000","ALUMINUM SHEET 5754 H22 1.2X1250X2500 MM","KG","y",,"n",,,
"4779","5194","12050120150030001300","TABLA ALUMINIU 5754 H111 1.2X1500X3000 MM","{19}","3000","1500","1.20",,,"EN AW 5754 H111","","KG","BUC","14.364000","AL. SHEETS 5754 H111 1.2X1500X3000 MM","KG","y",,"n",,,
"4780","5195","12050120150030001322","TABLA ALUMINIU 5754 H22 1.2X1500X3000 MM","{19}","3000","1500","1.20",,,"EN AW 5754 H22","","KG","BUC","14.364000","AL. SHEETS 5754 H22 1.2X1500X3000 MM","KG","y",,"n",,,
"4781","5196","36000080000003000240","BARA ALAMA D8X3000 MM CUZN39PB3 R430","{56}","3000",,,"8",,"CUZN39PB3 R430","","KG","ML","0.425000","BRASS ROUND BARS D8X3000 MM CUZN39PB3 R430","KG","y",,"y",,,
"4783","5198","36000070006003000240","BARA HEXAG ALAMA 7X3000 MM CUZN39PB3 R430","{58}","3000",,,,"7","CUZN39PB3 R430","","KG","ML","0.359000","BRASS HEXAG BARS CUZN39PB3 R430 7X3000 MM","KG","y",,"n",,,
"4785","5200","36000400006003000240","BARA HEXAG ALAMA 40X3000 MM CUZN39PB3 R430","{58}","3000",,,,"40","CUZN39PB3 R360","","KG",,"0.000000","BRASS HEXAG BARS 40X3000 MM CUZN39PB3 R430","KG","y",,"n",,,
"4786","5201","3600013000000300023G","BARA ALAMA D13X3000 MM CUZN39PB3 R430","{56}","3000",,,"13",,"CUZN39PB3 R430","","KG","ML","1.122300","BRASS ROUND BARS D13X3000 MM CUZN39PB3 R430","KG","y",,"y",,,
